 alpha_m, ax_racetraj_mps2, kappa_racetraj_radpm, psi_racetraj_rad, s_racetraj_m, vx_racetraj_mps, width_left_m, width_right_m, x_normvec_m, y_normvec_m, y_ref_m,delta_s,x_bound_l,x_bound_r,x_raceline,x_ref_m,y_bound_l,y_bound_r,y_raceline
0.197443,-7.80222,0.0073127,-3.12769,347.839,27.6887,3.0879,10.4306,-0.999892,-0.0146751,-167.076,3.00058,-34.7199,-48.2369,-38.0049,-37.8075,-167.031,-167.229,-167.079
0.197543,-7.68223,0.0081872,-3.09672,350.84,26.5439,2.95761,10.765,-0.999282,-0.0378884,-170.071,2.9998,-34.7737,-48.4865,-37.9266,-37.7292,-169.959,-170.479,-170.079
0.198428,-7.60342,0.0086333,-3.07992,353.84,25.9591,2.84944,11.1177,-0.998006,-0.0631176,-173.062,3.00017,-34.7347,-48.6741,-37.7765,-37.5785,-172.882,-173.764,-173.075
0.2,-7.03927,0.0099413,-3.04319,356.84,24.7775,2.73351,11.4627,-0.995913,-0.0903202,-176.048,3.00213,-34.6269,-48.7651,-37.5484,-37.3492,-175.801,-177.083,-176.066
0.2,-5.94933,0.0110291,-3.02223,359.842,24.203,2.5821,11.7785,-0.992838,-0.119467,-179.028,3.00602,-34.4718,-48.7296,-37.234,-37.0354,-178.719,-180.435,-179.051
0.187588,-4.79806,0.015368,-2.96878,362.848,23.2659,2.42546,12.0524,-0.98863,-0.150365,-182,3.01079,-34.2332,-48.5464,-36.8165,-36.6311,-181.635,-183.812,-182.028
0.143374,-4.58529,0.0166665,-2.93679,365.859,22.85,2.31117,12.2435,-0.982525,-0.18613,-184.962,3.00813,-33.8568,-48.1572,-36.2685,-36.1276,-184.532,-187.241,-184.988
0.0705438,-4.28444,0.0186999,-2.86601,368.867,22.0494,2.23711,12.3267,-0.973103,-0.230369,-187.898,2.99713,-33.3276,-47.4997,-35.5732,-35.5046,-187.383,-190.738,-187.915
-0.0168402,-4.19785,0.0196472,-2.82773,371.864,21.6576,2.17132,12.3157,-0.959046,-0.28325,-190.793,2.98198,-32.6554,-46.549,-34.7216,-34.7378,-190.178,-194.281,-190.788
-0.101787,-3.8877,0.0216415,-2.74543,374.846,20.8814,2.10358,12.2175,-0.938785,-0.344504,-193.627,2.96892,-31.8282,-45.2726,-33.7074,-33.803,-192.902,-197.836,-193.592
-0.167113,-3.52213,0.0228595,-2.70098,377.815,20.506,2.04535,12.0484,-0.91057,-0.413355,-196.383,2.96604,-30.8137,-43.6471,-32.524,-32.6761,-195.537,-201.363,-196.314
-0.2,-2.07212,0.0266667,-2.60279,380.781,19.8622,1.98345,11.826,-0.872586,-0.48846,-199.044,2.97873,-29.6023,-41.6522,-31.1585,-31.333,-198.075,-204.82,-198.946
-0.2,-1.8337,0.0295887,-2.54655,383.76,19.6526,1.9318,11.5627,-0.825575,-0.564293,-201.59,2.99061,-28.1598,-39.3005,-29.5895,-29.7546,-200.5,-208.115,-201.477
